ID,店舗名,カテゴリ,電話番号,住所,URL,オープン日,デリバリー導入,テイクアウト可否,定休日,交通手段,営業時間,公式アカウント（HPURL）,ステータス,作成日,更新日時
009222ef-f449-4fdd-ac85-474c0cab80d5,Mugunfa,韓国料理,050-5597-0837,南森町駅 383m / 韓国料理,https://tabelog.com/osaka/A2701/A270103/27152136/,2025-09-22,-,-,-,-,-,-,new,2026/01/05,2026-01-07T10:01:03.107Z
00cdbac4-76ee-4864-aabd-cce3bc96de3a,サーティワンアイスクリーム 阪急高槻市店,ジェラート・アイスクリーム,072-646-7131,高槻市駅 37m / ジェラート・アイスクリーム,https://tabelog.com/osaka/A2706/A270604/27153308/,2025-11-30,-,-,-,-,-,-,new,2026/01/05,2026-01-07T00:41:32.123Z
00d46583-b282-40cf-9373-1bb1a3706bff,秋田料理さいとう,郷土料理、寿司、海鮮,03-6383-4228,幡ケ谷駅 98m / 郷土料理、寿司、海鮮,https://tabelog.com/tokyo/A1318/A131807/13315379/,2025-11-01,-,-,-,-,-,-,new,2026/01/05,2026-01-07T12:41:07.429Z
00e4e611-4b60-41bc-81ce-1a53523bd9eb,夢を語れ神奈川,ラーメン,不明の為情報お待ちしております,東海大学前駅 311m / ラーメン,https://tabelog.com/kanagawa/A1408/A140804/14098707/,2025-04-27,-,-,-,-,-,-,new,2026/01/05,2026-01-06T22:15:45.721Z
00e76074-2834-4725-8273-d13d25f0fc57,肉のPLS,ステーキ,079-287-9029,姫路市 / ステーキ,https://tabelog.com/hyogo/A2805/A280501/28073781/,2025-08-01,-,-,-,-,-,-,new,2026/01/05,2026-01-07T05:32:26.673Z
00ee88c5-7ebc-4a80-b513-638c997d53da,悶々飯店,肉まん、飲茶・点心、台湾料理,050-5597-3170,長堀橋駅 277m / 肉まん、飲茶・点心、台湾料理,https://tabelog.com/osaka/A2701/A270201/27152383/,2025-10-10,-,-,-,-,-,-,new,2026/01/05,2026-01-07T02:00:11.156Z
00effc84-a823-4a81-8a4d-8eeaae9d5f9d,スタンドイッチョウメ,居酒屋、立ち飲み、野菜料理,070-6547-6396,河内山本駅 62m / 居酒屋、立ち飲み、野菜料理,https://tabelog.com/osaka/A2707/A270705/27150528/,2025-07-24,-,-,-,-,-,-,new,2026/01/05,2026-01-07T20:56:17.544Z
00f5468c-5b26-4b1f-9702-65cc18beca75,揚げたて天ぷら 媛天,天ぷら,089-907-6330,松山市 / 天ぷら,https://tabelog.com/ehime/A3801/A380101/38016330/,2025-04-14,-,-,-,-,-,-,new,2026/01/05,2026-01-07T13:16:23.761Z
00fdda04-160c-4467-9c72-f166f0fb28dd,生産者直売食堂 好好麻辣湯 塚本,中華料理、カフェ、スイーツ,06-6770-9799,塚本駅 74m / 中華料理、カフェ、スイーツ,https://tabelog.com/osaka/A2701/A270302/27150929/,2025-08-25,-,-,-,-,-,-,new,2026/01/05,2026-01-07T16:16:40.960Z
0103a5e3-63d7-4b39-9684-a4e0fd6fe378,しゃぶ葉 三宮いくたロード店,しゃぶしゃぶ,078-954-8738,神戸三宮（阪急）駅 164m / しゃぶしゃぶ,https://tabelog.com/hyogo/A2801/A280101/28074049/,2025-08-31,-,-,-,-,-,-,new,2026/01/05,2026-01-07T01:56:14.266Z
0103dcd1-b4e5-43ab-8f46-dc2eaa99e32c,新時代 北千住駅西口店,居酒屋,03-5284-3820,北千住駅 95m / 居酒屋,https://tabelog.com/tokyo/A1324/A132402/13317019/,2025-12-01,-,-,-,-,-,-,new,2026/01/05,2026-01-07T20:45:58.648Z
01053d79-89a1-42a5-a000-4f67712cfdaf,ＬＡＮＩＫＡＩ　ＣＡＦＥ,ハワイ料理、カフェ,070-2280-8811,北新地駅 287m / ハワイ料理、カフェ,https://tabelog.com/osaka/A2701/A270101/27151517/,2025-08-08,-,-,-,-,-,-,new,2026/01/05,2026-01-07T16:21:45.382Z
0106a43b-facd-493c-b672-085e5db5aafa,元八庵,そば,080-1692-2687,日吉本町駅 312m / そば,https://tabelog.com/kanagawa/A1401/A140204/14100752/,2025-07-10,-,-,-,-,-,-,new,2026/01/05,2026-01-06T16:24:59.268Z
010fa405-ce75-42d2-bbde-bff0e9d4e278,大阪つけ麺しら石 難波店,つけ麺、ラーメン,未開通,難波（南海）駅 142m / つけ麺、ラーメン,https://tabelog.com/osaka/A2701/A270202/27152699/,2025-11-10,-,-,-,-,-,-,new,2026/01/05,2026-01-06T10:20:07.876Z
011a243f-7ba5-4037-9f66-9c9d975df1aa,鯛焼き 闘竜,たい焼き・大判焼き,不明の為情報お待ちしております,滝駅 376m / たい焼き・大判焼き,https://tabelog.com/hyogo/A2804/A280403/28072999/,2025-04-13,-,-,-,-,-,-,new,2026/01/05,2026-01-07T07:24:04.448Z
0144f1b4-5ffd-4bea-9a09-b68efe50a622,呑み処 弘喜,居酒屋,043-483-0777,佐倉駅 349m / 居酒屋,https://tabelog.com/chiba/A1204/A120402/12065368/,2025-12-02,-,-,-,-,-,-,new,2026/01/05,2026-01-06T11:00:07.451Z
014876a4-e8ff-4a99-97c9-3fbda8277e79,日本酒47都道府軒,居酒屋、日本酒バー,050-5456-7970,肥後橋駅 99m / 居酒屋、日本酒バー,https://tabelog.com/osaka/A2701/A270102/27149949/,2025-08-05,-,-,-,-,-,-,new,2026/01/05,2026-01-07T19:36:12.239Z
01540a89-9d59-4645-9024-136954fcaeb3,やきとり にしだ場 所沢店,焼き鳥、居酒屋,04-2941-6781,埼玉県所沢市御幸町1-25,https://tabelog.com/saitama/A1106/A110601/11064362/,2025-01-11,-,-,-,所沢駅から500m,13:00 - 00:00,-,new,2026/01/05,2026-01-06T09:13:00.659Z
015e4a1a-077f-4a89-89dc-1b4a901f0a9b,カラオケ喫茶 まろん,喫茶店、食堂,不明の為情報お待ちしております,播磨町駅 481m / 喫茶店、食堂,https://tabelog.com/hyogo/A2804/A280402/28074811/,2025-10-10,-,-,-,-,-,-,new,2026/01/05,2026-01-07T16:49:47.529Z
015ff6ff-60c1-4da9-805c-67cfd2845892,Arc-en-ciel,洋食、ビストロ,050-5597-2535,谷町四丁目駅 394m / 洋食、ビストロ,https://tabelog.com/osaka/A2701/A270104/27152011/,2025-09-12,-,-,-,-,-,-,new,2026/01/05,2026-01-07T10:27:09.312Z
016668ad-343e-4196-ba12-f1e2c3ef1424,やきとり えーちゃん なかもず店,焼き鳥、居酒屋、鳥料理,050-5597-2560,なかもず（大阪メトロ）駅 130m / 焼き鳥、居酒屋、鳥料理,https://tabelog.com/osaka/A2705/A270501/27152310/,2025-10-14,-,-,-,-,-,-,new,2026/01/05,2026-01-07T08:57:32.855Z
016935b9-2b21-40a8-b8ac-347ecf99f8a5,肉匠かみむら 新浦安店,売店,047-329-2920,浦安市 / 売店,https://tabelog.com/chiba/A1202/A120203/12064898/,2025-07-10,-,-,-,-,-,-,new,2026/01/05,2026-01-06T09:12:43.851Z
016c31a6-248f-42f9-9b12-51d4cd0d2a79,立ち呑み処 まる,立ち飲み、居酒屋、海鮮,078-855-5117,住吉（阪神）駅 134m / 立ち飲み、居酒屋、海鮮,https://tabelog.com/hyogo/A2801/A280106/28075038/,2025-07-24,-,-,-,-,-,-,new,2026/01/05,2026-01-07T02:38:26.962Z
01713114-58e8-498d-a527-ec06d9a47fa0,日高屋 市原五井店,中華料理,0436-24-0300,市原市 / 中華料理,https://tabelog.com/chiba/A1206/A120601/12064557/,2025-09-29,-,-,-,-,-,-,new,2026/01/05,2026-01-07T13:37:01.804Z
01766935-1a86-41f1-ad1f-35abd23182a3,ロッカク六番地,焼肉,050-5456-8647,埼玉県越谷市レイクタウン6-6-1トパーズレイクタウン C号,https://tabelog.com/saitama/A1102/A110203/11065220/,2025-05-14,-,-,-,越谷レイクタウン駅　徒歩５分越谷レイクタウン駅から338m,月・火・水・木・金・祝前日・祝後日: 16:00 - 23:00 | 土・日・祝日: 11:30 - 23:00,-,new,2026/01/05,2026-01-06T09:13:52.943Z
017ea911-abe3-43eb-9187-7de1006d3794,黒かめ食堂,居酒屋,不明の為情報お待ちしております,松山市 / 居酒屋,https://tabelog.com/ehime/A3801/A380101/38016800/,2025-11-21,-,-,-,大街道駅から204m,月・火・水・金・土・日19:00 - 04:00木定休日営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。,-,new,2026/01/05,2026-01-06T09:12:42.601Z
017f04b7-a9c8-4958-9acc-ff4127ccc7f8,風待ちの休日 by和心村,カフェ,不明の為情報お待ちしております,富津市 / カフェ,https://tabelog.com/chiba/A1206/A120603/12062293/,2025-03-01,-,-,-,-,-,-,new,2026/01/05,2026-01-06T11:08:03.179Z
017f0713-f5f6-4026-9925-c19afaf72e43,お酒とあてとdandan,居酒屋,070-8531-5608,五月台駅 548m / 居酒屋,https://tabelog.com/kanagawa/A1405/A140508/14099342/,2025-06-11,-,-,-,-,-,-,new,2026/01/05,2026-01-06T21:36:01.257Z
018baedd-f6e1-484e-a512-0bb0c4a4e47d,VEGAN BAKING ツジモリ,野菜料理,不明の為情報お待ちしております,君津駅 816m / 野菜料理,https://tabelog.com/chiba/A1206/A120603/12064220/,2025-06-14,-,-,-,-,-,-,new,2026/01/05,2026-01-06T09:12:43.989Z
019f816f-be8c-4c3f-a755-05f030c1defe,わくわく広場 横浜四季の森フォレオ店,売店,080-6242-6091,横浜市旭区 / 売店,https://tabelog.com/kanagawa/A1401/A140207/14101278/,2025-10-17,-,-,-,-,-,-,new,2026/01/05,2026-01-07T14:37:30.536Z
01a747f2-35d0-4caa-bf48-00d2d710e4ab,魚翔 横須賀中央店,居酒屋,050-5489-5982,横須賀中央駅 133m / 居酒屋,https://tabelog.com/kanagawa/A1406/A140601/14098948/,2025-05-16,-,-,-,-,-,-,new,2026/01/05,2026-01-07T20:42:01.196Z
01ae1be3-136b-4e80-8ee7-1bd73dffba6e,和韓料理スンドゥブ専門店じゅろく なんば別邸,韓国料理,06-7777-5232,日本橋駅 65m / 韓国料理,https://tabelog.com/osaka/A2701/A270202/27149983/,2025-07-21,-,-,-,-,-,-,new,2026/01/05,2026-01-07T03:51:15.362Z
01bb8e12-439a-4b17-a7bf-e19c97ec08c2,BIO-RAL さんちか店,コンビニ・スーパー,不明の為情報お待ちしております,三宮・花時計前駅 113m / コンビニ・スーパー,https://tabelog.com/hyogo/A2801/A280101/28072838/,2025-03-27,-,-,-,-,-,-,new,2026/01/05,2026-01-07T17:34:58.668Z
01bf6bf8-534a-4859-b9ee-fd3a696870d6,旬の鮮魚ともつ鍋 博多やまや なんば高島屋店,海鮮、日本料理、もつ鍋,050-5597-2800,難波（南海）駅 52m / 海鮮、日本料理、もつ鍋,https://tabelog.com/osaka/A2701/A270202/27152386/,2025-11-17,-,-,-,-,-,-,new,2026/01/05,2026-01-07T01:06:53.704Z
01c132bb-0862-452a-8974-c98526cdea02,鮨KOUMEI,寿司、日本料理、海鮮,050-5597-6877,虎ノ門ヒルズ駅 46m / 寿司、日本料理、海鮮,https://tabelog.com/tokyo/A1308/A130802/13315460/,2025-11-11,-,-,-,-,-,-,new,2026/01/05,2026-01-07T19:50:33.965Z
01c8855c-2c34-40e6-b5e8-41b52a6c56d5,隣,居酒屋、海鮮、日本酒バー,050-5595-5451,京成船橋駅 233m / 居酒屋、海鮮、日本酒バー,https://tabelog.com/chiba/A1202/A120201/12061855/,2025-01-15,-,-,-,-,-,-,new,2026/01/05,2026-01-06T12:10:00.016Z
01d16b3a-bc1c-4136-911a-c1377f5ff6dd,かふぇ nico,カフェ,070-2632-7147,西予市 / カフェ,https://tabelog.com/ehime/A3804/A380402/38016461/,2025-05-05,-,-,-,-,-,-,new,2026/01/05,2026-01-06T09:12:42.886Z
01e51b5d-6a3f-4793-9208-0ea9904a5593,OASIS CAFE by UNI COFFEE ROASTERY,カフェ,050-1720-5433,海老名駅 377m / カフェ,https://tabelog.com/kanagawa/A1408/A140801/14098660/,2025-04-23,-,-,-,-,-,-,new,2026/01/05,2026-01-07T00:23:49.649Z
01f0a35d-97b0-45a3-a82a-821c016b049b,あふ食堂 さいたま新都心店,食堂,070-1342-9790,埼玉県さいたま市中央区新都心2-1さいたま新都心合同庁舎2号館 1F,https://tabelog.com/saitama/A1101/A110101/11065685/,2025-07-16,-,-,-,・JR京浜東北線・宇都宮線・高崎線「さいたま新都心駅」から徒歩約５分・JR埼京線「北与野駅」から徒歩約７分さいたま新都心駅から299m,月・火・水・木・金: 11:00 - 14:00 | 土・日・祝日: 定休日,-,new,2026/01/05,2026-01-06T09:13:52.737Z
01fccda0-13ed-411a-a75c-92969a08dd81,おばんざいとお酒 春八,居酒屋,080-6188-0728,熊取駅 209m / 居酒屋,https://tabelog.com/osaka/A2705/A270503/27151797/,2025-09-04,-,-,-,-,-,-,new,2026/01/05,2026-01-07T10:39:40.848Z
01fdcdbb-75e0-42c8-a5c2-93b0f6aeffc0,中華そば よしかわ 熊谷店,ラーメン,不明の為情報お待ちしております,埼玉県熊谷市筑波2-115,https://tabelog.com/saitama/A1105/A110501/11065499/,2025-06-30,-,-,-,熊谷駅から103m,月・火・木・金・土・日: 11:00 - 21:00L.O. 20:30 | 水: 定休日,-,new,2026/01/05,2026-01-07T12:01:45.445Z
0209b4c4-fb37-40ab-b527-7af32b6d023a,オッケー桶川ベーカリー,パン,050-5596-4563,埼玉県桶川市川田谷4324-1,https://tabelog.com/saitama/A1104/A110401/11064896/,2025-03-27,-,-,-,"車圏央道 桶川北本インターチェンジから1分バス市内循環バス（べにばなGO）「西0 桶川駅西口」バス停より「西10 いずみの学園回り」、「西11 薬師堂南・いずみの学園回り」または「西20 殿山団地・川田谷北部回り」系統のバスに乗車し、「生涯学習センター入口」バス停下車徒歩3分路線バス（東武バスウエスト）「桶川駅西口」バス停より「川越駅」行きのバスに乗車し、「川田谷支所」バス停下車徒歩5分電車最寄り駅：JR桶川駅桶川駅から3,413m",月・火・水・木・金・土・日・祝日・祝前日・祝後日: 09:00 - 17:00,-,new,2026/01/05,2026-01-06T09:13:04.727Z
02109913-e57c-4dd2-b440-b3435da43a1a,麺処 ごまや 越谷レイクタウン店,ラーメン,不明の為情報お待ちしております,埼玉県越谷市大成町2-70-5,https://tabelog.com/saitama/A1102/A110203/11064288/,2025-01-25,-,-,-,"越谷レイクタウン駅から1,032m","月・火・木・金・土・日: 11:00 - 15:00, 17:00 - 21:00 | 水: 定休日",-,new,2026/01/05,2026-01-06T11:51:58.213Z
0213b417-348b-4f31-8d91-7beae69cc46f,スターバックスコーヒー 草加ヴァリエ店,カフェ,-,草加駅 42m / カフェ,https://tabelog.com/saitama/A1102/A110203/11066630/,2025-12-10,-,-,-,-,-,-,new,2026/01/05,2026-01-06T09:13:52.267Z
02167316-df25-4ba7-9124-55a2bbc344b9,TOMCARRY,カレー,不明の為情報お待ちしております,松戸市 / カレー,https://tabelog.com/chiba/A1203/A120302/12063150/,2025-03-21,-,-,-,-,-,-,new,2026/01/05,2026-01-06T09:13:00.309Z
02326d98-e0a5-417c-908d-cc5fa0fc2801,DOOR laugh&coffee,カフェ,不明の為情報お待ちしております,十三駅 366m / カフェ,https://tabelog.com/osaka/A2701/A270302/27153640/,2025-12-01,-,-,-,-,-,-,new,2026/01/05,2026-01-07T00:40:42.209Z
02398bef-ea22-45f6-8df1-7d65b4edbbbc,肉とスパイス 日向カレー,カレー,070-8480-1849,埼玉県入間市大字下藤沢1312-6-5グリーンヒルショッピングプラザ内,https://tabelog.com/saitama/A1106/A110602/11065109/,2025-04-25,-,-,-,"武蔵藤沢駅から1,435m","火・水・木・金・土・日: 11:00 - 15:00, 17:00 - 21:00 | 月: 定休日",-,new,2026/01/05,2026-01-06T09:13:52.973Z
0239a389-f74d-4a2a-8bc2-6308eedc8f85,うしどろぼう,串焼き、もつ焼き、牛料理,050-5456-5471,日本大通り駅 293m / 串焼き、もつ焼き、牛料理,https://tabelog.com/kanagawa/A1401/A140104/14099188/,2025-07-07,-,-,-,-,-,-,new,2026/01/05,2026-01-06T09:43:32.566Z
025334a7-841a-4c96-bc78-2d4d1189be98,下灘住宅,売店,不明の為情報お待ちしております,伊予市 / 売店,https://tabelog.com/ehime/A3801/A380103/38016309/,2025-02-26,-,-,-,-,-,-,new,2026/01/05,2026-01-06T09:12:42.854Z
0253e5bc-f918-4bc1-997f-e6798ff44756,アサイーラブ 梅田店,ジェラート・アイスクリーム,080-8245-7241,東梅田駅 291m / ジェラート・アイスクリーム,https://tabelog.com/osaka/A2701/A270101/27153117/,2025-10-20,-,-,-,-,-,-,new,2026/01/05,2026-01-07T15:47:27.741Z
02545365-e18a-4d3d-b1fd-8c70e5b85dd3,Stella,サンドイッチ,不明の為情報お待ちしております,姫路市 / サンドイッチ,https://tabelog.com/hyogo/A2805/A280501/28073201/,2025-04-26,-,-,-,-,-,-,new,2026/01/05,2026-01-07T06:44:40.444Z
0255cb4e-2078-4837-942c-bca15a682c8a,鳥金,焼き鳥,050-5597-5092,心斎橋駅 454m / 焼き鳥,https://tabelog.com/osaka/A2701/A270201/27152680/,2025-10-23,-,-,-,-,-,-,new,2026/01/05,2026-01-07T01:38:08.888Z
025d8fa3-c283-42bb-a9e3-4025e748dc02,Jamnil,カフェ,不明の為情報お待ちしております,小川駅 93m / カフェ,https://tabelog.com/tokyo/A1328/A132804/13316224/,2025-11-02,-,-,-,-,-,-,new,2026/01/05,2026-01-07T17:07:41.233Z
025decf9-7b98-49af-be5c-fcd5ebd1b66a,Yak & Yeti Asian Restaurant,インドカレー、タイ料理,不明の為情報お待ちしております,藤沢市 / インドカレー、タイ料理,https://tabelog.com/kanagawa/A1404/A140404/14100099/,2025-08-07,-,-,-,-,-,-,new,2026/01/05,2026-01-06T09:33:01.119Z
02668414-b34f-4484-871b-c91569bf5643,Cafe ぶんぶん,喫茶店,不明の為情報お待ちしております,富里市 / 喫茶店,https://tabelog.com/chiba/A1204/A120403/12063676/,2025-01-20,-,-,-,-,-,-,new,2026/01/05,2026-01-06T11:28:22.654Z
02679adf-f410-45e3-93d1-c249fe8263f5,抹茶日和,スイーツ,080-5061-4048,平塚市 / スイーツ,https://tabelog.com/kanagawa/A1404/A140407/14101107/,2025-11-01,-,-,-,-,-,-,new,2026/01/05,2026-01-06T12:22:56.192Z
0279e2b5-0841-4819-a5ed-c423595f7ebc,高原家珈琲,カフェ、ケーキ,03-6628-4084,阿佐ケ谷駅 334m / カフェ、ケーキ,https://tabelog.com/tokyo/A1319/A131905/13314686/,2025-10-07,-,-,-,-,-,-,new,2026/01/05,2026-01-07T10:46:10.134Z
027b7b30-3a85-4c3f-8953-6cdf03850baa,YARD Curry & Coffee,カレー,03-6424-4728,六郷土手駅 41m / カレー,https://tabelog.com/tokyo/A1315/A131503/13316088/,2025-11-11,-,-,-,-,-,-,new,2026/01/05,2026-01-07T09:01:02.607Z
02920540-4696-40da-9ba0-10cc1717de31,アサイー工房 東加古川店,スイーツ,不明の為情報お待ちしております,東加古川駅 142m / スイーツ,https://tabelog.com/hyogo/A2804/A280402/28073946/,2025-08-01,-,-,-,-,-,-,new,2026/01/05,2026-01-07T02:41:32.634Z
02a0239c-8f18-4521-b57b-db54cddda423,立ち呑み たつき,立ち飲み,078-955-3135,御影（阪神）駅 232m / 立ち飲み,https://tabelog.com/hyogo/A2801/A280106/28074966/,2025-11-15,-,-,-,-,-,-,new,2026/01/05,2026-01-07T16:41:41.290Z
02ae414f-d95c-4667-91d4-2031bbd98153,Nimo's Kitchen,アジア・エスニック,043-445-8818,葭川公園駅 232m / アジア・エスニック,https://tabelog.com/chiba/A1201/A120101/12065222/,2025-08-02,-,-,-,-,-,-,new,2026/01/05,2026-01-06T09:12:43.616Z
02b6cee5-cc92-4b5b-b212-01e721397f15,麺屋エイト,ラーメン,不明の為情報お待ちしております,上溝駅 988m / ラーメン,https://tabelog.com/kanagawa/A1407/A140701/14099211/,2025-07-15,-,-,-,-,-,-,new,2026/01/05,2026-01-06T15:50:23.012Z
02bf072b-4385-4336-b9b4-c3ff8765a3b7,たぶん世界一小さいチョコレート工場 葉山直売店,チョコレート,046-812-9305,三浦郡葉山町 / チョコレート,https://tabelog.com/kanagawa/A1406/A140602/14099622/,2025-07-09,-,-,-,-,-,-,new,2026/01/05,2026-01-07T15:05:18.173Z
02c12c4f-e6dd-4d52-8118-9d94276e7120,あげパン屋るん 池田店,パン,072-737-9771,石橋阪大前駅 115m / パン,https://tabelog.com/osaka/A2706/A270603/27152157/,2025-09-13,-,-,-,-,-,-,new,2026/01/05,2026-01-07T02:32:34.065Z
02c8e9c2-9087-4f61-932d-95bd2ede7452,かき氷食べよ,かき氷,不明の為情報お待ちしております,土呂駅 91m / かき氷,https://tabelog.com/saitama/A1101/A110103/11065924/,2025-08-17,-,-,-,-,-,-,new,2026/01/05,2026-01-07T11:46:15.408Z
02d7eb11-432c-4deb-8805-3d7a259e7d5d,ニューチャンダニ 大船店,インドカレー、インド料理、ネパール料理,046-739-5990,富士見町駅 626m / インドカレー、インド料理、ネパール料理,https://tabelog.com/kanagawa/A1404/A140401/14101284/,2025-11-17,-,-,-,-,-,-,new,2026/01/05,2026-01-07T13:00:05.792Z
02da5dda-c2ad-4b59-b80b-ccbe1e6ad78b,UNI COFFEE ROASTERY パシフィコ横浜ノース店,カフェ,050-1726-3015,みなとみらい駅 445m / カフェ,https://tabelog.com/kanagawa/A1401/A140103/14099052/,2025-05-26,-,-,-,-,-,-,new,2026/01/05,2026-01-07T16:04:24.220Z
02f0e3fd-ca28-481f-ae80-d14f6a21ce09,橙,日本料理,不明の為情報お待ちしております,広尾駅 242m / 日本料理,https://tabelog.com/tokyo/A1307/A130703/13313314/,2025-11-15,-,-,-,-,-,-,new,2026/01/05,2026-01-07T16:30:15.900Z
02ff48da-2ba8-4a7a-89a1-079e84fff696,中華そば 光洋軒 枚方店,ラーメン,080-2853-0001,藤阪駅 528m / ラーメン,https://tabelog.com/osaka/A2707/A270702/27150851/,2025-07-20,-,-,-,-,-,-,new,2026/01/05,2026-01-07T03:56:12.154Z
030898a7-db71-4dc3-acf8-aec738b98525,YAMA,ラーメン,不明の為情報お待ちしております,長生郡一宮町 / ラーメン,https://tabelog.com/chiba/A1205/A120504/12064096/,2025-06-21,-,-,-,-,-,-,new,2026/01/05,2026-01-06T09:12:43.809Z
03152af4-1c28-4ddc-bac5-2a7953a65288,さわ屋 浦和店,うどん,048-881-7007,埼玉県さいたま市浦和区東仲町11-1ステラ浦和 1F,https://tabelog.com/saitama/A1101/A110102/11065604/,2025-08-08,-,-,-,JR浦和駅東口から徒歩1分浦和駅から99m,月・火・水・木・金: 10:30 - 15:00L.O. 14:30 | 土・日・祝日: 10:00 - 15:30L.O. 15:00,-,new,2026/01/05,2026-01-06T09:13:52.520Z
0316c8ee-7470-4f41-87b3-a0c784494a45,しげまる。,居酒屋、クレープ・ガレット,不明の為情報お待ちしております,平和島駅 485m / 居酒屋、クレープ・ガレット,https://tabelog.com/tokyo/A1315/A131502/13317254/,2025-11-21,-,-,-,-,-,-,new,2026/01/05,2026-01-07T15:35:24.577Z
032016eb-cb3e-4fbc-abb3-203c1768d165,フルーツモンスター,スイーツ、クレープ・ガレット,不明の為情報お待ちしております,忍ケ丘駅 882m / スイーツ、クレープ・ガレット,https://tabelog.com/osaka/A2707/A270704/27151520/,2025-08-23,-,-,-,-,-,-,new,2026/01/05,2026-01-07T20:53:10.249Z
0327bfc9-bc56-4924-baf2-223657e8176e,サウィ食堂 神戸三宮店,韓国料理、居酒屋、海鮮,050-5597-1567,三宮（神戸市営）駅 318m / 韓国料理、居酒屋、海鮮,https://tabelog.com/hyogo/A2801/A280101/28074259/,2025-10-14,-,-,-,-,-,-,new,2026/01/05,2026-01-06T23:21:04.715Z
0328a362-2f5b-4548-addd-191eccbf6c2d,酒と餃子 よつば,居酒屋、餃子,050-5597-2916,近鉄八尾駅 208m / 居酒屋、餃子,https://tabelog.com/osaka/A2707/A270705/27152404/,2025-11-01,-,-,-,-,-,-,new,2026/01/05,2026-01-07T08:18:46.503Z
